ID,CO2
ID_008146,0
ID_008147,0
ID_008148,0
ID_008149,0
ID_008150,0
ID_008151,0
ID_008152,0
ID_008153,0
ID_008154,0
ID_008155,0
ID_008156,0
ID_008157,0
ID_008158,0
ID_008159,0
ID_008160,0
ID_008161,0
ID_008162,0
ID_008163,0
ID_008164,0
ID_008165,0
ID_008166,0
ID_008167,0
ID_008168,0
ID_008169,0
ID_008170,0
ID_008171,0
ID_008172,0
ID_008173,0
ID_008174,0
ID_008175,0
ID_008176,0
ID_008177,0
ID_008178,0
ID_008179,0
ID_008180,0
ID_008181,0
ID_008182,0
ID_008183,0
ID_008184,0
ID_008185,0
ID_008186,0
ID_008187,0
ID_008188,0
ID_008189,0
ID_008190,0
ID_008191,0
ID_008192,0
ID_008193,0
ID_008194,0
ID_008195,0
ID_008196,0
ID_008197,0
ID_008198,0
ID_008199,0
ID_008200,0
ID_008201,0
ID_008202,0
ID_008203,0
ID_008204,0
ID_008205,0
ID_008206,0
ID_008207,0
ID_008208,0
ID_008209,0
ID_008210,0
ID_008211,0
ID_008212,0
ID_008213,0
ID_008214,0
ID_008215,0
ID_008216,0
ID_008217,0
ID_008218,0
ID_008219,0
ID_008220,0
ID_008221,0
ID_008222,0
ID_008223,0
ID_008224,0
ID_008225,0
ID_008226,0
ID_008227,0
ID_008228,0
ID_008229,0
ID_008230,0
ID_008231,0
ID_008232,0
ID_008233,0
ID_008234,0
ID_008235,0
ID_008236,0
ID_008237,0
ID_008238,0
ID_008239,0
ID_008240,0
ID_008241,0
ID_008242,0
ID_008243,0
ID_008244,0
ID_008245,0
ID_008246,0
ID_008247,0
ID_008248,0
ID_008249,0
ID_008250,0
ID_008251,0
ID_008252,0
ID_008253,0
ID_008254,0
ID_008255,0
ID_008256,0
ID_008257,0
ID_008258,0
ID_008259,0
ID_008260,0
ID_008261,0
ID_008262,0
ID_008263,0
ID_008264,0
ID_008265,0
ID_008266,0
ID_008267,0
ID_008268,0
ID_008269,0
ID_008270,0
ID_008271,0
ID_008272,0
ID_008273,0
ID_008274,0
ID_008275,0
ID_008276,0
ID_008277,0
ID_008278,0
ID_008279,0
ID_008280,0
ID_008281,0
ID_008282,0
ID_008283,0
ID_008284,0
ID_008285,0
ID_008286,0
ID_008287,0
ID_008288,0
ID_008289,0
ID_008290,0
ID_008291,0
ID_008292,0
ID_008293,0
ID_008294,0
ID_008295,0
ID_008296,0
ID_008297,0
ID_008298,0
ID_008299,0
ID_008300,0
ID_008301,0
ID_008302,0
ID_008303,0
ID_008304,0
ID_008305,0
ID_008306,0
ID_008307,0
ID_008308,0
ID_008309,0
ID_008310,0
ID_008311,0
ID_008312,0
ID_008313,0
ID_008314,0
ID_008315,0
ID_008316,0
ID_008317,0
ID_008318,0
ID_008319,0
ID_008320,0
ID_008321,0
ID_008322,0
ID_008323,0
ID_008324,0
ID_008325,0
ID_008326,0
ID_008327,0
ID_008328,0
ID_008329,0
ID_008330,0
ID_008331,0
ID_008332,0
ID_008333,0
ID_008334,0
ID_008335,0
ID_008336,0
ID_008337,0
ID_008338,0
ID_008339,0
ID_008340,0
ID_008341,0
ID_008342,0
ID_008343,0
ID_008344,0
ID_008345,0
ID_008346,0
ID_008347,0
ID_008348,0
ID_008349,0
ID_008350,0
ID_008351,0
ID_008352,0
ID_008353,0
ID_008354,0
ID_008355,0
ID_008356,0
ID_008357,0
ID_008358,0
ID_008359,0
ID_008360,0
ID_008361,0
ID_008362,0
ID_008363,0
ID_008364,0
ID_008365,0
ID_008366,0
ID_008367,0
ID_008368,0
ID_008369,0
ID_008370,0
ID_008371,0
ID_008372,0
ID_008373,0
ID_008374,0
ID_008375,0
ID_008376,0
ID_008377,0
ID_008378,0
ID_008379,0
ID_008380,0
ID_008381,0
ID_008382,0
ID_008383,0
ID_008384,0
ID_008385,0
ID_008386,0
ID_008387,0
ID_008388,0
ID_008389,0
ID_008390,0
ID_008391,0
ID_008392,0
ID_008393,0
ID_008394,0
ID_008395,0
ID_008396,0
ID_008397,0
ID_008398,0
ID_008399,0
ID_008400,0
ID_008401,0
ID_008402,0
ID_008403,0
ID_008404,0
ID_008405,0
ID_008406,0
ID_008407,0
ID_008408,0
ID_008409,0
ID_008410,0
ID_008411,0
ID_008412,0
ID_008413,0
ID_008414,0
ID_008415,0
ID_008416,0
ID_008417,0
ID_008418,0
ID_008419,0
ID_008420,0
ID_008421,0
ID_008422,0
ID_008423,0
ID_008424,0
ID_008425,0
ID_008426,0
ID_008427,0
ID_008428,0
ID_008429,0
ID_008430,0
ID_008431,0
ID_008432,0
ID_008433,0
ID_008434,0
ID_008435,0
ID_008436,0
ID_008437,0
ID_008438,0
ID_008439,0
ID_008440,0
ID_008441,0
ID_008442,0
ID_008443,0
ID_008444,0
ID_008445,0
ID_008446,0
ID_008447,0
ID_008448,0
ID_008449,0
ID_008450,0
ID_008451,0
ID_008452,0
ID_008453,0
ID_008454,0
ID_008455,0
ID_008456,0
ID_008457,0
ID_008458,0
ID_008459,0
ID_008460,0
ID_008461,0
ID_008462,0
ID_008463,0
ID_008464,0
ID_008465,0
ID_008466,0
ID_008467,0
ID_008468,0
ID_008469,0
ID_008470,0
ID_008471,0
ID_008472,0
ID_008473,0
ID_008474,0
ID_008475,0
ID_008476,0
ID_008477,0
ID_008478,0
ID_008479,0
ID_008480,0
ID_008481,0
ID_008482,0
ID_008483,0
ID_008484,0
ID_008485,0
ID_008486,0
ID_008487,0
ID_008488,0
ID_008489,0
ID_008490,0
ID_008491,0
ID_008492,0
ID_008493,0
ID_008494,0
ID_008495,0
ID_008496,0
ID_008497,0
ID_008498,0
ID_008499,0
ID_008500,0
ID_008501,0
ID_008502,0
ID_008503,0
ID_008504,0
ID_008505,0
ID_008506,0
ID_008507,0
ID_008508,0
ID_008509,0
ID_008510,0
ID_008511,0
ID_008512,0
ID_008513,0
ID_008514,0
ID_008515,0
ID_008516,0
ID_008517,0
ID_008518,0
ID_008519,0
ID_008520,0
ID_008521,0
ID_008522,0
ID_008523,0
ID_008524,0
ID_008525,0
ID_008526,0
ID_008527,0
ID_008528,0
ID_008529,0
ID_008530,0
ID_008531,0
ID_008532,0
ID_008533,0
ID_008534,0
ID_008535,0
ID_008536,0
ID_008537,0
ID_008538,0
ID_008539,0
ID_008540,0
ID_008541,0
ID_008542,0
ID_008543,0
ID_008544,0
ID_008545,0
ID_008546,0
ID_008547,0
ID_008548,0
ID_008549,0
ID_008550,0
ID_008551,0
ID_008552,0
ID_008553,0
ID_008554,0
ID_008555,0
ID_008556,0
ID_008557,0
ID_008558,0
ID_008559,0
ID_008560,0
ID_008561,0
ID_008562,0
ID_008563,0
ID_008564,0
ID_008565,0
ID_008566,0
ID_008567,0
ID_008568,0
ID_008569,0
ID_008570,0
ID_008571,0
ID_008572,0
ID_008573,0
ID_008574,0
ID_008575,0
ID_008576,0
ID_008577,0
ID_008578,0
ID_008579,0
ID_008580,0
ID_008581,0
ID_008582,0
ID_008583,0
ID_008584,0
ID_008585,0
ID_008586,0
ID_008587,0
ID_008588,0
ID_008589,0
ID_008590,0
ID_008591,0
ID_008592,0
ID_008593,0
ID_008594,0
ID_008595,0
ID_008596,0
ID_008597,0
ID_008598,0
ID_008599,0
