ID,Temperature,Humidity,MQ7_analog,MQ9_analog,MG811_analog,MQ135_analog,device_name,CO2
ID_000133,32.730000000000004,58.620000000000005,3170.0,1890.0,4447.5,2655.0,alpha,628.5
ID_000134,31.72,61.790000000000006,2984.0,1105.5,5469.0,1204.0,alpha,617.5
ID_000135,32.745,58.21,3139.0,1732.5,4519.0,2620.0,alpha,630.0
ID_000136,32.08,62.385000000000005,3333.5,1489.0,3029.0,1442.0,alpha,608.5
ID_000137,31.83333333333333,66.69666666666667,4987.333333333333,2997.0,4785.666666666667,2919.333333333333,alpha,600.5
ID_000138,32.715,57.835,2693.0,1502.0,4141.0,2673.5,alpha,598.0
ID_000139,31.78,67.2,4375.0,2842.0,4709.0,2901.5,alpha,600.5
ID_000140,32.565,59.05,3187.5,1604.0,4472.5,2649.0,alpha,624.5
ID_000141,33.825,53.735,2585.0,1658.5,4534.5,2664.5,alpha,602.5
ID_000142,31.765,67.35,4550.0,2889.0,4712.5,2904.5,alpha,604.5
ID_000143,31.59,67.715,3923.5,2816.5,4305.5,2894.5,alpha,618.0
ID_000144,30.08,66.77,9184.5,5389.5,6190.0,5266.5,alpha,602.1666666666666
ID_000145,33.085,58.415,3339.5,2103.0,5602.5,3222.0,alpha,613.0
ID_000146,31.635,67.61,3861.5,2799.5,4204.0,2931.0,alpha,665.0
ID_000147,27.67,76.09,4583.0,2161.0,5184.0,2946.0,alpha,608.0
ID_000148,31.83,67.01,4228.0,2764.0,4578.0,2924.0,alpha,608.5
ID_000149,32.56,59.215,3627.5,1385.5,2653.0,1666.0,alpha,642.0
ID_000150,32.7,58.27,3120.0,1757.0,4502.0,2608.0,alpha,628.0
ID_000151,31.71,61.94,3005.0,1103.0,5598.5,1205.5,alpha,617.0
ID_000152,29.58,70.52,2461.0,3822.0,1621.0,2088.0,alpha,584.0
ID_000153,30.125,67.055,9044.5,5297.0,6189.0,5263.0,alpha,611.3333333333334
ID_000154,31.68,67.925,5619.5,4037.5,5371.0,3367.5,alpha,596.5
ID_000155,32.025,62.455,3366.0,1453.5,3084.0,1450.0,alpha,608.0
ID_000156,31.9,67.045,4100.5,2728.0,4587.5,2952.5,alpha,616.5
ID_000157,32.925,58.31,3244.0,2035.5,6013.5,3291.0,alpha,603.0
ID_000158,32.43,59.445,2824.5,1583.5,4681.5,2638.0,alpha,618.5
ID_000159,31.635,62.115,3183.0,1125.5,5509.5,1214.0,alpha,621.5
ID_000160,32.135000000000005,61.3,3198.0,1530.5,2843.5,1464.0,alpha,607.0
ID_000161,33.185,57.245000000000005,3494.5,2228.0,5126.0,3382.0,alpha,597.0
ID_000162,33.265,57.295,3858.5,2182.5,5344.0,2247.5,alpha,599.5
ID_000163,32.504999999999995,60.175,3153.0,1212.0,2550.0,1754.0,alpha,607.5
ID_000164,32.065,61.77,2763.0,1522.0,4180.0,2695.0,alpha,597.0
ID_000165,32.150000000000006,61.935,3319.5,1465.5,3000.5,1464.0,alpha,609.5
ID_000166,31.8,67.41499999999999,3684.0,2771.0,6114.5,3015.5,alpha,595.0
ID_000167,32.545,60.0,2738.0,1512.5,4154.0,2683.0,alpha,598.5
ID_000168,31.89,66.96000000000001,4125.5,2722.0,4583.0,2944.5,alpha,622.0
ID_000169,28.19,75.43,4838.0,2570.0,6227.0,2586.0,alpha,604.5
ID_000170,31.83,63.975,3736.0,1591.0,3140.0,1445.0,alpha,601.0
ID_000171,30.275,68.505,2449.0,3621.0,1649.5,2103.5,alpha,584.0
ID_000172,31.62,67.695,3916.5,2821.0,4293.5,2902.5,alpha,613.5
ID_000173,31.62,70.53,2380.0,3460.0,1731.0,2009.0,alpha,573.1666666666666
ID_000174,31.73,59.445,3345.0,1795.5,5022.0,2728.0,alpha,630.0
ID_000175,31.78333333333333,58.72666666666667,2830.0,1600.3333333333333,4353.333333333333,2664.6666666666665,alpha,626.0
ID_000176,32.33,60.045,3430.5,1358.0,2619.0,1673.0,alpha,632.5
ID_000177,31.645000000000003,64.66,3403.5,4483.5,1786.0,2938.0,alpha,584.1666666666666
ID_000178,31.915,66.79499999999999,4100.0,2706.5,4580.0,2937.0,alpha,621.0
ID_000179,32.65,58.84,3176.0,1717.0,4372.0,2652.0,alpha,631.5
ID_000180,31.715,59.135000000000005,2844.0,1639.0,4397.5,2704.5,alpha,628.5
ID_000181,30.06,76.48,2541.0,3645.0,1533.0,2097.0,alpha,585.0833333333334
ID_000182,31.105,68.41,3811.0,3902.0,1790.0,3149.0,alpha,618.9166666666666
ID_000183,32.65,58.06,2720.0,1509.0,4157.0,2687.5,alpha,599.5
ID_000184,32.22,60.66,2705.0,1492.0,4134.5,2626.0,alpha,602.5
ID_000185,28.38,74.38,4844.0,2630.0,5967.0,2635.0,alpha,604.0
ID_000186,31.845,66.65,5540.0,3542.0,5361.0,3006.5,alpha,603.5
ID_000187,31.885,66.85,5664.0,3711.5,5247.0,3070.0,alpha,613.5
ID_000188,28.275,75.355,4852.5,2582.0,6250.5,2587.0,alpha,606.0
ID_000189,32.035,62.525000000000006,3319.5,1457.5,3051.0,1430.0,alpha,607.5
ID_000190,27.75,75.61,4473.0,2140.0,5187.0,2918.0,alpha,615.0
ID_000191,30.405,66.38,7887.0,4870.5,6131.0,5009.0,alpha,599.0
ID_000192,32.224999999999994,60.745000000000005,3581.5,1494.0,2773.5,1499.0,alpha,613.5
ID_000193,31.675,67.33,3562.5,4710.0,1825.0,2952.0,alpha,585.0833333333334
ID_000194,30.635,68.66499999999999,2446.0,3713.0,1670.5,2110.5,alpha,585.1666666666666
ID_000195,31.87,66.78333333333333,4799.0,2939.0,4731.666666666667,2911.0,alpha,616.5
ID_000196,32.05,61.58,2764.5,1520.5,4180.0,2688.5,alpha,600.0
ID_000197,31.72,68.03,3787.5,2761.5,6086.0,3038.0,alpha,604.0
ID_000198,33.44,55.01,3061.0,1898.0,4690.0,2580.0,alpha,598.0
ID_000199,32.64,58.27,2720.0,1509.5,4162.0,2688.5,alpha,596.5
ID_000200,32.510000000000005,59.61,3550.0,1388.0,2648.0,1638.5,alpha,629.0
ID_000201,32.645,60.24,3239.5,1207.5,2243.5,1729.5,alpha,603.5
ID_000202,31.815,57.82,3003.5,1728.5,4741.0,2717.0,alpha,641.5
ID_000203,31.75,58.975,2844.5,1636.0,4381.5,2691.5,alpha,628.0
ID_000204,32.94,57.39,3333.0,2109.5,5215.5,3327.0,alpha,602.0
ID_000205,30.74,68.305,2410.0,3602.5,1692.0,2072.0,alpha,585.4166666666666
ID_000206,30.885,67.565,2431.5,3433.5,1689.0,2073.5,alpha,584.25
ID_000207,31.62,67.7,3864.0,2823.0,4226.0,2911.0,alpha,661.0
ID_000208,31.945,66.18,5603.0,3233.0,4978.5,2949.0,alpha,602.5
ID_000209,31.805,66.81,4877.5,2975.5,4782.0,2912.5,alpha,611.5
ID_000210,32.120000000000005,61.915,3319.5,1461.5,2991.0,1456.0,alpha,613.5
ID_000211,31.815,58.005,2903.0,1755.0,4662.5,3104.0,alpha,637.0
ID_000212,33.165,56.0,2660.0,1493.0,4125.0,2685.0,alpha,601.0
ID_000213,32.25,60.61,3479.0,1518.0,2754.0,1494.0,alpha,613.0
ID_000214,31.91,63.385000000000005,3555.5,1528.0,3182.5,1485.0,alpha,606.5
ID_000215,33.02,57.46,3456.0,2166.0,5176.5,3360.0,alpha,598.5
ID_000216,33.22,55.525,2659.5,1494.0,4117.5,2678.0,alpha,605.5
ID_000217,29.63,74.72,5801.0,6688.0,2002.0,3414.0,alpha,629.5
ID_000218,32.84,57.615,2688.5,1497.5,4134.5,2667.5,alpha,597.0
ID_000219,33.03,55.64,3999.0,1840.0,7919.0,2661.0,alpha,607.5
ID_000220,31.865,61.635000000000005,3449.0,1149.0,6007.0,1203.0,alpha,659.5
ID_000221,32.03,66.025,5464.5,3216.5,4975.0,2925.0,alpha,607.0
ID_000222,31.89,66.28,5263.5,3080.0,4921.0,2921.0,alpha,600.0
ID_000223,32.459999999999994,59.41,3526.5,1278.0,2570.0,1725.0,alpha,616.0
ID_000224,32.045,62.745000000000005,3384.0,1466.5,3106.0,1450.0,alpha,609.0
ID_000225,32.715,57.68,2691.0,1500.0,4146.0,2670.0,alpha,598.5
ID_000226,31.745,58.895,2831.5,1598.0,4354.5,2667.0,alpha,623.0
ID_000227,33.71,53.465,3207.5,1650.5,4249.0,2686.5,alpha,598.5
ID_000228,33.125,55.98,2675.5,1492.0,4118.5,2682.0,alpha,600.0
ID_000229,32.916666666666664,57.703333333333326,3286.333333333333,2068.0,5439.0,3288.6666666666665,alpha,598.5
ID_000230,32.895,58.595,3242.0,2015.5,7303.5,3278.0,alpha,608.5
ID_000231,32.59,58.3,3111.0,1693.0,4523.0,2602.0,alpha,629.0
ID_000232,32.395,60.39,3449.0,1370.5,2680.0,1601.0,alpha,634.0
ID_000233,31.815,61.575,3374.0,1132.0,5732.5,1193.0,alpha,651.5
ID_000234,32.14,64.74,4472.0,5621.0,1943.0,3376.0,alpha,587.75
ID_000235,30.02,66.91,9415.0,5500.0,6153.0,5594.0,alpha,593.1666666666666
ID_000236,29.13,74.29,5399.0,5050.0,2146.0,3335.0,alpha,641.6666666666666
ID_000237,31.83,58.58,3167.0,1680.0,4915.5,2717.0,alpha,631.0
ID_000238,32.41,60.445,2708.5,1494.5,4138.5,2655.5,alpha,598.0
ID_000239,32.69,60.365,3279.5,1213.5,2252.0,1743.5,alpha,607.0
ID_000240,28.07,74.875,4904.5,2566.0,6037.5,2578.5,alpha,606.0
ID_000241,31.87,61.445,2770.0,1515.0,4181.0,2685.0,alpha,602.5
ID_000242,31.64,58.075,2835.5,1596.5,4312.5,2715.0,alpha,635.5
ID_000243,33.235,57.425,4014.0,2260.5,5376.5,2104.5,alpha,597.5
ID_000244,31.71,59.07,2836.0,1639.0,4397.0,2729.0,alpha,630.0
ID_000245,32.385000000000005,60.35,2710.0,1499.0,4138.5,2656.5,alpha,597.0
ID_000246,32.82,57.83,2691.5,1500.0,4143.5,2664.0,alpha,596.5
ID_000247,32.629999999999995,59.005,3175.5,1680.5,4377.5,2641.5,alpha,634.0
ID_000248,32.175,61.7,3262.5,1600.5,2963.5,1456.5,alpha,606.5
ID_000249,31.82,66.84,4905.0,2993.0,4756.0,2899.0,alpha,618.0
ID_000250,27.765,76.14,4980.0,2547.0,6150.5,2578.0,alpha,609.0
ID_000251,33.17,55.98,2662.0,1491.5,4119.5,2685.5,alpha,600.0
ID_000252,32.535,59.93,2767.0,1533.0,4165.0,2708.0,alpha,597.0
ID_000253,33.09,55.62,3216.0,1531.0,5248.0,2527.0,alpha,607.0
ID_000254,32.85,57.54,2680.0,1496.0,4141.5,2666.5,alpha,596.5
ID_000255,32.45,60.82,3206.5,1218.5,2554.5,1740.0,alpha,599.0
ID_000256,31.785,64.345,3510.5,4479.0,1851.0,3012.5,alpha,586.1666666666666
ID_000257,31.815,66.57499999999999,5556.0,3497.0,5483.0,3095.0,alpha,600.0
ID_000258,28.895000000000003,75.85499999999999,5389.5,5496.5,2020.5,3381.0,alpha,630.75
ID_000259,32.365,60.39,3583.5,1384.0,2659.5,1634.5,alpha,630.0
ID_000260,32.47,58.79,3638.5,1370.5,2597.0,1670.0,alpha,639.5
ID_000261,31.825,61.565,3336.5,1137.0,5623.5,1214.0,alpha,645.0
ID_000262,33.715,53.4,3199.0,1650.5,4245.5,2690.5,alpha,598.0
ID_000263,27.745,75.66,4502.0,2135.5,5188.5,2986.0,alpha,613.5
ID_000264,32.515,58.870000000000005,3435.0,1385.0,2587.0,1686.5,alpha,636.5
ID_000265,30.235,69.535,4000.0,4890.5,1769.5,3271.0,alpha,660.0833333333334
ID_000266,30.975,68.11500000000001,2443.5,3413.5,1686.0,2115.0,alpha,586.0
ID_000267,31.935,61.355,2776.0,1519.5,4186.0,2681.5,alpha,605.0
ID_000268,31.86,61.54,2786.0,1524.0,4200.0,2685.0,alpha,605.0
ID_000269,32.05,66.08000000000001,5446.5,3177.5,4980.5,2927.5,alpha,617.0
ID_000270,32.59,59.79,2731.0,1508.5,4164.5,2695.5,alpha,600.0
ID_000271,32.535,59.98,2751.0,1524.5,4159.5,2700.0,alpha,599.0
ID_000272,32.629999999999995,60.845,3194.0,1214.0,2281.5,1751.5,alpha,599.0
ID_000273,31.905,67.005,4099.0,2732.0,4585.0,2951.0,alpha,617.0
ID_000274,29.675,70.895,2461.0,3597.0,1615.0,2076.5,alpha,584.3333333333334
ID_000275,28.35,75.19,4938.0,2518.0,6243.0,2599.0,alpha,602.0
ID_000276,32.239999999999995,60.115,3410.0,1363.5,2625.5,1674.0,alpha,629.5
ID_000277,33.78,52.41,3286.0,1655.0,4240.0,2680.5,alpha,601.0
ID_000278,32.77,59.305,3386.0,2137.5,6145.5,3312.5,alpha,623.5
ID_000279,31.700000000000003,67.36500000000001,3901.0,2826.5,4196.0,3041.5,alpha,646.0
ID_000280,31.73,61.555,2784.5,1534.5,4208.5,2691.5,alpha,603.0
ID_000281,32.415,60.1,3502.5,1378.0,2666.0,1629.5,alpha,629.5
ID_000282,31.925,66.75,3785.5,2611.5,4140.5,2962.0,alpha,613.0
ID_000283,32.11,61.0,2747.0,1512.5,4169.0,2675.5,alpha,603.5
ID_000284,31.93,66.25,5354.0,3128.5,4955.5,2932.0,alpha,604.5
ID_000285,31.630000000000003,62.065,2975.5,1104.0,5425.0,1208.5,alpha,617.0
ID_000286,31.84,61.685,3389.5,1136.5,6055.5,1188.5,alpha,656.0
ID_000287,32.525000000000006,60.42,3266.5,1221.0,2495.0,1754.0,alpha,599.0
ID_000288,32.31,59.33,3427.0,1389.0,2582.0,1691.0,alpha,621.0
ID_000289,32.645,58.11,2715.0,1510.5,4161.0,2689.0,alpha,598.0
ID_000290,31.98,61.39,3517.0,1157.0,5966.0,1200.0,alpha,663.0
ID_000291,31.87,61.86,2788.0,1518.0,4195.0,2684.5,alpha,604.5
ID_000292,28.515,74.78,4867.0,2524.0,6289.5,2609.0,alpha,606.5
ID_000293,31.855,66.505,5606.5,3629.0,5263.5,3042.0,alpha,604.0
ID_000294,31.955,61.48,3560.5,1158.0,5930.5,1198.5,alpha,666.5
ID_000295,30.185,66.765,8862.0,5228.0,6237.5,5187.5,alpha,596.8333333333334
ID_000296,30.95,68.685,2406.0,3643.0,1692.0,2059.0,alpha,584.5833333333334
ID_000297,31.845,66.755,4938.0,2987.0,4758.0,2900.0,alpha,610.0
ID_000298,31.78,58.225,3015.5,1819.5,4792.0,2474.0,alpha,637.0
ID_000299,32.58,61.2,3209.5,1240.0,2289.5,1712.0,alpha,599.5
ID_000300,32.53,59.11,3154.0,1478.0,4637.0,2515.0,alpha,616.5
ID_000301,32.385000000000005,60.545,2716.0,1496.5,4143.5,2654.0,alpha,598.5
ID_000302,31.725,59.065,2844.0,1653.5,4392.5,2696.5,alpha,629.5
ID_000303,31.845,61.84,4244.5,1219.5,7007.0,1285.5,alpha,647.5
ID_000304,32.99,57.185,3372.0,2115.0,5145.0,3318.0,alpha,599.5
ID_000305,31.79,67.0,3855.0,2854.0,4166.0,3008.0,alpha,628.5
ID_000306,31.185,68.39,2450.5,3428.5,1699.5,2097.5,alpha,584.5833333333334
ID_000307,31.94,66.22999999999999,5332.0,3252.0,5064.0,2928.0,alpha,617.0
ID_000308,31.79,66.94,3953.5,2816.0,4385.0,2885.5,alpha,606.5
ID_000309,31.83,66.44,5526.0,3466.0,5323.0,3027.0,alpha,600.5
ID_000310,32.254999999999995,60.92,3437.0,1395.0,2758.0,1521.0,alpha,614.5
ID_000311,31.76,58.24,3062.0,1850.0,4826.0,2487.0,alpha,634.0
ID_000312,32.13,60.87,2747.0,1510.0,4164.0,2675.0,alpha,601.0
ID_000313,32.56,59.19,3156.5,1614.0,4357.0,2651.0,alpha,628.5
ID_000314,31.76,67.28,4544.0,2896.0,4709.0,2902.0,alpha,607.5
ID_000315,30.64,67.47,2395.5,3520.0,1698.5,2071.5,alpha,583.5833333333334
ID_000316,31.700000000000003,59.620000000000005,2802.0,1562.5,4267.0,2703.5,alpha,627.0
ID_000317,31.665,68.35499999999999,3814.0,2774.0,6067.0,3022.0,alpha,606.5
